,group_id,id,geo_name,region_id,geo,year,private_area_size,building_type,trd_unit_price,rent_y_unit_price,rent_m_unit_price
157,04000KR11,05000KR11590,동작구,11200,05000KR11590,2016,A,APT,1991.56737898,1535.72795714,11.72021767
158,04000KR11,05000KR11590,동작구,11200,05000KR11590,2017,A,APT,2158.68480997,1660.87373425,11.41794099
159,04000KR11,05000KR11590,동작구,11200,05000KR11590,2018,A,APT,2525.9806598,1741.16335576,11.79262455
160,04000KR11,05000KR11620,관악구,11210,05000KR11620,2011,A,APT,1466.14921179,867.78371879,7.23790915
161,04000KR11,05000KR11620,관악구,11210,05000KR11620,2012,A,APT,1496.35352757,956.83824857,7.84068387
162,04000KR11,05000KR11620,관악구,11210,05000KR11620,2013,A,APT,1479.79719835,1003.39343832,8.36520117
163,04000KR11,05000KR11620,관악구,11210,05000KR11620,2014,A,APT,1533.5047913,1100.45331731,8.81211326
164,04000KR11,05000KR11620,관악구,11210,05000KR11620,2015,A,APT,1560.39978127,1165.40346788,9.3582398
165,04000KR11,05000KR11620,관악구,11210,05000KR11620,2016,A,APT,1707.59576558,1359.42522167,10.26525604
166,04000KR11,05000KR11620,관악구,11210,05000KR11620,2017,A,APT,1814.98841875,1452.6160966,10.45658235
167,04000KR11,05000KR11620,관악구,11210,05000KR11620,2018,A,APT,2003.28668309,1542.09546436,10.68707385
168,04000KR11,05000KR11650,서초구,11220,05000KR11650,2011,A,APT,2494.80220296,1252.51958809,10.38400276
169,04000KR11,05000KR11650,서초구,11220,05000KR11650,2012,A,APT,2444.40611233,1344.66699538,10.76603955
170,04000KR11,05000KR11650,서초구,11220,05000KR11650,2013,A,APT,2343.58450519,1436.10843604,11.25858722
171,04000KR11,05000KR11650,서초구,11220,05000KR11650,2014,A,APT,2434.41387481,1581.28327817,12.40628949
172,04000KR11,05000KR11650,서초구,11220,05000KR11650,2015,A,APT,2603.88265451,1801.9239632,14.15426174
173,04000KR11,05000KR11650,서초구,11220,05000KR11650,2016,A,APT,2857.23903529,1958.53424932,14.93528057
174,04000KR11,05000KR11650,서초구,11220,05000KR11650,2017,A,APT,3199.75319318,2095.26459074,15.0281736
175,04000KR11,05000KR11650,서초구,11220,05000KR11650,2018,A,APT,3863.78086541,2213.02092116,15.36003304
176,04000KR11,05000KR11680,강남구,11230,05000KR11680,2011,A,APT,2893.31970214,1390.47215487,11.27702063
177,04000KR11,05000KR11680,강남구,11230,05000KR11680,2012,A,APT,2855.7091954,1453.03555051,11.46508814
178,04000KR11,05000KR11680,강남구,11230,05000KR11680,2013,A,APT,2759.98818187,1567.4322159,12.24578256
179,04000KR11,05000KR11680,강남구,11230,05000KR11680,2014,A,APT,2859.6111231,1715.97352712,13.25530598
